SRR15058638 SRR15058641 SRR15058644 SRR15058645 SRR15058646 SRR15058649 SRR15058619 SRR15058622 SRR15058623 SRR15058624 SRR15058625 SRR15058626 SRR15058627 SRR15058629 SRR15058634 SRR15058636
EPN3 3 1 4 2 1 5 4 4 3 5 3 1 0 9 2 1
MYCBPAP 12 3 17 4 7 44 55 31 61 63 18 26 35 28 8 31
RSAD1 341 176 257 405 100 457 1144 972 1284 1091 747 813 1034 510 652 645
CHAD 27 3 5 6 9 49 46 24 31 28 18 35 40 28 35 27
MRPS21P9 2 1 1 0 0 6 0 0 0 0 1 0 0 0 0 1
ACSF2 120 90 103 147 64 183 283 293 254 285 289 158 268 169 251 196
LRRC59 751 532 1153 873 429 836 1344 1194 1405 1492 1559 1134 1300 2182 1914 1559
EME1 24 31 57 30 16 33 31 20 25 26 30 16 30 41 33 19
MRPL27 154 118 150 104 60 185 119 99 149 115 108 85 87 102 81 84
XYLT2 747 415 519 723 208 965 841 783 707 801 489 506 647 618 634 574
TMEM92.AS1 10 2 10 1 10 2 1 0 3 0 2 1 1 3 0 1
TMEM92 9 13 41 1 8 2 1 0 5 3 3 2 1 3 1 2
LOC124904028 1 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371822 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904130 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMO2P7 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
LINC01969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
COL1A1 20 0 8 136 1 9 9 15 11 13 12 3 15 19 27 38
H1.9P 0 1 0 2 0 1 0 0 1 0 0 0 1 1 0 1
SGCA 1 2 6 7 1 11 11 16 3 6 6 2 5 2 5 6
LOC105371818 5 3 10 1 9 6 13 13 13 8 9 6 15 12 5 7
LOC124904025 15 13 4 3 23 8 10 10 17 4 11 6 11 11 3 6
PPP1R9B 3363 2453 3028 4880 1759 4268 6268 6028 6218 6710 6313 3704 5289 5175 4692 4171
SAMD14 123 250 35 147 73 38 152 194 160 80 59 26 50 56 98 56
LOC124904026 43 9 8 16 7 38 15 16 13 12 8 7 11 14 6 4
PDK2 82 40 104 169 34 122 191 171 240 202 167 91 105 122 173 144
LOC124904024 1 0 0 0 0 0 3 2 0 2 0 0 1 0 0 3
ITGA3 63 22 24 12 21 62 66 45 77 106 50 68 56 56 82 68
PICART1 0 0 0 0 1 2 0 0 2 1 2 0 0 1 0 0
DLX3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DLX4 5 7 2 7 1 12 23 32 29 51 25 21 16 22 18 15
RNU6.1313P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124865 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0
FLJ45513 39 18 75 28 18 62 37 63 33 61 49 35 47 26 53 24
TAC4 108 30 68 21 25 92 32 32 35 45 34 18 32 21 28 13
SRP14P3 22 17 14 6 22 42 14 11 19 6 20 15 8 21 7 7
KAT7 2204 1189 1554 2596 1329 2142 2782 2614 2770 3156 2867 2217 2741 3646 2150 1729
FAM117A 521 236 767 1459 269 713 1131 1052 1159 991 815 657 767 732 520 631
SLC35B1 277 179 259 924 205 283 559 605 636 721 609 477 555 517 447 326
LOC107984999 25 8 5 5 24 16 15 11 20 24 7 11 6 8 6 5
SPOP 389 230 556 622 349 418 599 575 772 577 597 451 450 548 255 288
NXPH3 10 6 23 1 2 10 1 3 2 0 1 4 0 1 1 2
MIR6165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NGFR.AS1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0
NGFR 6 19 20 1 5 8 6 4 10 11 20 12 5 3 8 4
LINC02075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
EIF4EP2 2 3 0 25 2 9 7 9 8 12 3 1 7 10 4 6
PHB1 390 246 396 547 117 611 507 459 656 495 541 384 420 262 454 488
RPL21P124 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
ZNF652.AS1 38 18 20 25 8 59 31 42 38 42 27 26 18 24 18 18
LOC124904111 1 0 0 2 12 2 1 4 3 2 1 0 0 0 0 0
MIR6129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ZNF652 1777 849 772 2112 1205 1664 1604 2128 1777 2299 1671 1223 1473 1365 644 637
FLJ40194 13 4 6 5 6 20 2 5 4 7 2 4 6 2 5 0
LOC124904022 3 5 5 12 12 7 10 9 10 10 12 7 7 3 13 14
PHOSPHO1 457 292 584 273 339 549 362 538 788 1011 923 993 491 1918 717 1203
ABI3 932 684 1165 619 476 1127 683 985 931 852 757 636 721 497 615 614
GNGT2 69 52 116 48 51 50 175 150 194 159 152 109 133 117 73 84
TRQ.TTG1.1 0 1 6 0 0 1 0 0 0 0 0 0 0 0 0 0
RPS10P25 0 0 0 2 0 0 0 0 0 0 0 2 3 1 0 0
LOC124904021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
B4GALNT2 1 0 0 0 2 0 0 0 0 2 0 0 2 0 0 1
B4GALNT2P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU6.826P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904020 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
IGF2BP1 0 0 0 0 3 0 0 0 0 0 0 2 1 1 0 0
GIP 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU1.42P 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
SNF8 465 268 348 1135 279 387 708 681 743 771 767 488 617 596 577 639
UBE2Z 992 720 933 2761 614 895 1502 1224 1506 1520 1551 883 1138 1273 855 874
LOC100419622 4 1 1 41 0 0 11 3 12 2 7 5 16 18 1 3
ATP5MC1 70 53 61 269 26 124 226 204 238 228 188 162 216 99 165 169
LOC124900395 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
LOC105371814 4 6 7 7 0 3 12 10 7 12 19 8 9 15 5 3
SUMO2P17 1 0 3 4 1 2 0 1 4 0 0 3 1 4 1 0
CALCOCO2 1145 943 719 2469 1460 1068 1760 1757 2228 1869 2872 1295 1608 1921 1045 962
LOC105371813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RN7SL125P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TTLL6 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
LOC105371812 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371811 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HOXB13 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
MIR3185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PRAC1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PRAC2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
COX6B1P2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPL9P28 1 1 1 16 1 0 1 2 2 3 1 4 2 3 3 1
LINC02086 13 15 62 5 13 3 26 54 38 19 23 12 22 19 4 6
MIR196A1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
HOXB.AS4 0 0 3 0 3 0 1 2 3 1 0 0 2 0 1 1
HOXB9 0 1 15 2 1 0 2 13 4 1 2 1 4 1 3 1
HOXB8 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0
HOXB7 1 0 6 13 1 3 5 10 5 11 5 5 2 5 0 1
HOXB6 0 1 1 0 1 1 0 0 1 2 0 1 4 1 2 1
HOXB5 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0
HOXB.AS3 2 0 0 2 0 0 0 1 0 1 1 0 0 0 0 0
MIR10A 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
HOXB4 22 16 52 26 11 35 57 45 86 54 41 47 53 32 23 25
HOXB.AS2 6 0 7 9 2 11 20 16 27 11 19 13 19 6 6 12
HOXB3 76 27 67 164 28 155 306 201 342 272 184 185 206 151 89 129
HOXB.AS1 6 2 1 78 6 14 59 38 62 49 35 64 50 39 15 29
HOXB2 98 28 65 536 15 120 335 229 317 283 189 253 225 162 142 199
HOXB1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
LOC105371808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC101927166 1 0 0 0 0 2 1 0 2 0 0 0 1 1 0 0
LOC124904151 7 4 0 0 9 8 5 0 0 0 0 1 0 0 0 0
SKAP1.AS2 49 40 8 3 29 100 15 13 17 9 2 1 8 3 1 0
LSM3P1 16 13 2 0 16 43 5 7 3 5 2 2 0 0 0 1
RNU6.1152P 11 5 1 0 4 35 12 1 0 3 3 2 1 0 0 1
MIR1203 20 5 1 1 6 27 3 6 4 6 1 1 2 1 0 2
LOC124904018 402 174 46 58 218 366 206 268 180 204 97 141 103 141 52 45
SKAP1 859 351 430 972 366 1131 1015 1114 988 994 505 786 761 635 398 534
SNX11 462 289 1030 644 178 522 550 537 605 667 588 456 563 609 514 427
RNU6.1201P 3 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0
CBX1 161 107 216 255 128 243 386 390 509 476 463 234 306 264 163 169
NFE2L1 970 725 1676 2806 446 1016 1537 1549 1836 1687 1384 1053 1324 1166 810 826
NFE2L1.DT 1 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0
MIR152 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
MIR10226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
COPZ2 12 15 18 30 6 10 32 44 53 40 26 47 33 18 32 30
LOC124904017 0 0 2 2 0 0 0 1 1 1 0 0 0 0 0 0
CDK5RAP3 2018 1235 2209 5530 751 1942 5652 5255 5859 5997 5013 4238 5220 4216 4498 4042
PRR15L 17 11 15 9 9 16 15 6 7 11 2 2 4 5 1 5
PNPO 158 93 163 37 90 235 64 35 73 68 73 34 44 25 30 27
SP2.AS1 111 99 83 15 62 125 53 37 38 30 18 8 19 19 10 12
SP2 856 535 961 1375 329 680 1167 1225 1005 1240 930 753 964 799 795 699
SP2.DT 19 4 17 33 6 12 30 19 10 25 30 20 27 19 14 21
SP6 6 0 1 16 2 6 9 3 7 9 2 9 8 2 6 3
SCRN2 223 96 158 236 38 260 510 451 427 462 413 403 416 285 315 416
LRRC46 13 4 18 12 6 30 38 43 69 36 31 36 29 23 14 12
MRPL10 694 314 461 1741 157 554 1084 1491 1193 1146 1009 1434 1174 571 744 867
OSBPL7 858 289 337 1365 218 688 1697 2150 1688 1772 1180 1596 1591 1041 1148 1189
TBX21 409 230 1615 665 237 681 1417 2077 1766 1379 912 1555 1323 706 685 784
TBKBP1 194 85 1638 284 58 259 617 628 772 714 515 680 550 595 600 453
KPNB1 3238 2242 4016 4450 2463 2736 4457 4059 4548 4755 4658 3534 3738 4420 2818 2355
KPNB1.DT 15 16 110 33 20 13 46 34 61 63 32 33 33 65 25 21
NPEPPS 677 402 658 828 772 537 1047 983 1079 1101 1072 881 902 1118 557 438
MRPL45P2 27 6 9 117 14 45 89 63 64 69 48 43 50 43 34 29
NFE2L3P2 10 6 3 10 3 48 46 41 46 20 24 21 24 14 6 8
LOC100421523 2 5 0 1 1 24 5 4 3 1 1 1 0 2 1 0
EFCAB13 140 279 270 33 385 118 241 205 255 158 73 153 145 95 40 17
EFCAB13.DT 4 14 1 12 14 0 8 7 5 6 3 0 1 1 2 2
LOC107985029 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU7.186P 0 0 1 0 1 0 0 3 0 3 1 0 1 0 0 0
ITGB3 11214 16831 4005 6599 9619 1397 5954 5571 3703 3026 2786 1251 1891 1181 2727 1341
MYL4 3 13 1 60 56 50 5 182 11 128 22 99 2 53 489 185
RPS2P47 94 73 11 25 57 167 59 46 50 58 45 24 34 30 36 28
LOC112268192 38 23 5 111 87 23 64 83 68 87 84 50 68 92 37 31
CDC27 635 375 235 1326 925 564 994 971 1005 976 853 749 809 701 473 369
LOC124904015 11 1 1 0 32 5 1 0 1 0 2 0 0 1 1 0
RN7SL270P 7 0 1 0 2 6 2 6 8 5 2 3 1 2 1 2
LRRC37A17P 16 3 2 10 13 29 11 6 17 11 5 11 4 9 4 3
LOC101927060 233 105 97 132 248 385 350 261 355 356 189 229 238 175 212 149
RPRML 0 1 1 0 1 0 1 1 1 0 1 0 1 0 0 0
MIR5089 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
GOSR2 1586 733 730 1121 737 1733 1438 1309 1498 1474 995 955 1099 878 743 591
RNU6ATAC3P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC112268191 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0
LINC01974 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
ARL17B 52 24 5 49 65 0 1 207 151 95 102 106 129 1 46 37
LOC124904016 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0
MAP3K14 966 519 494 2503 498 1048 1377 1167 1193 1261 887 796 1111 1167 1245 880
SPATA32 3 5 52 6 7 10 20 13 8 11 5 7 6 18 7 10
MAP3K14.AS1 56 27 38 81 60 39 117 79 94 91 51 68 87 93 40 35
LOC124904011 893 493 646 1076 567 759 1401 1296 1086 1477 1457 898 1096 1762 1332 1063
FMNL1 2987 2033 5275 4507 1775 2714 4689 4538 4386 5509 5120 3477 4266 5437 4791 3964
FMNL1.DT 168 55 380 719 62 167 647 392 542 556 461 427 509 541 469 448
LOC105371795 6 4 24 39 4 15 6 14 13 14 26 15 10 11 7 10
HEXIM2 148 49 282 68 68 150 89 81 100 76 79 64 76 42 72 62
HEXIM1 571 349 1461 916 312 764 1240 1184 1385 1234 1055 909 1006 1072 1149 955
ACBD4 128 37 137 343 56 226 329 268 404 272 227 206 260 227 204 209
MIR6784 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PLCD3 73 29 44 109 70 65 68 61 41 108 62 55 70 55 95 78
NMT1 973 572 1055 1625 417 1067 999 968 1061 978 911 741 827 585 729 597
DCAKD 168 68 147 291 81 242 274 187 226 278 183 137 214 109 136 148
LOC107987243 0 0 0 1 3 9 5 5 8 11 4 3 4 1 0 7
LOC112268183 0 0 0 0 0 1 0 1 3 0 0 0 0 1 0 0
C1QL1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1
MIR6783 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KIF18B 10 3 27 25 5 25 4 9 11 6 39 3 5 1 3 11
LOC105371793 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FAM187A 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
GFAP 2 0 5 4 0 3 2 1 4 3 1 1 5 4 6 8
CCDC103 3 1 18 6 0 0 25 3 7 11 6 2 3 1 2 8
RN7SL405P 7 5 2 0 1 6 0 2 2 2 0 2 1 1 0 1
EFTUD2 1583 939 825 1885 931 1512 1545 1428 1645 1607 1474 1046 1250 1083 1108 1066
HIGD1B 20 14 6 13 9 24 9 15 6 14 4 8 4 8 5 10
GJC1 0 0 5 2 3 2 3 1 0 1 1 1 2 2 0 1
ADAM11 10 9 14 32 0 16 23 10 19 27 7 14 15 16 17 15
LOC107985044 1 2 0 0 2 0 3 0 0 0 1 0 0 0 1 0
RPL6P26 3 1 1 0 0 2 1 0 0 0 1 0 1 1 0 0
RN7SL819P 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0
DBF4B 61 47 106 25 31 121 107 66 123 104 81 53 82 62 52 32
LOC124904010 1 1 2 0 0 3 0 0 0 1 0 0 0 2 2 0
LOC105371792 22 3 3 6 15 20 21 35 27 16 13 10 17 18 6 6
CCDC43 158 93 37 379 149 112 392 392 364 443 359 290 391 469 213 146
MEIOC 8 7 1 45 17 9 31 30 31 21 20 13 22 14 6 4
LINC01180 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SMCO4P1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
FZD2 58 29 77 21 1 96 26 53 45 38 38 13 34 17 48 36
LOC105371791 0 0 2 0 3 0 0 0 1 0 1 0 0 1 1 0
RN7SL258P 14 9 3 1 15 9 2 4 10 9 1 0 1 1 4 2
GPATCH8 2132 1124 860 3974 1488 1829 3435 3780 3873 3492 2680 2787 3326 2765 1934 1842
ITGA2B 3935 5964 1315 7814 2804 616 4926 5818 2915 2569 2196 866 2123 1360 4952 2273
RPL7L1P5 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
FAM171A2 3 2 8 13 0 6 5 5 6 3 3 2 7 5 6 8
GRN 13617 9994 19214 5639 3654 11416 7368 7753 8105 9277 13534 4098 6171 4661 10473 10730
LOC124904009 31 13 17 63 11 22 35 48 44 46 27 19 55 26 49 45
SLC25A39 459 452 378 1741 958 493 1277 1895 1637 1304 1377 968 1208 812 1608 2742
RUNDC3A 2 7 7 37 17 5 12 33 18 5 15 6 3 8 14 37
RNU6.453P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RUNDC3A.AS1 0 0 0 10 5 4 10 3 2 5 3 3 4 4 2 4
RN7SL507P 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
LOC105371790 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SLC4A1 52 602 77 131 2897 8 42 230 302 93 225 38 37 13 111 564
SHC1P2 13 2 5 19 11 31 16 7 16 11 3 2 5 5 9 5
ATXN7L3.AS1 110 34 40 293 31 135 197 213 176 183 159 103 171 168 132 124
MIR6782 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
UBTF 990 483 1259 3192 381 1373 3185 2767 3140 2941 1921 1900 2422 2506 1707 1496
ATXN7L3 1191 849 1887 2857 661 1283 2906 2493 2730 2779 2610 2120 2429 3037 2276 1883
TMUB2 548 330 1366 1144 206 602 1109 1095 1278 1495 1424 946 1065 1481 1020 958
ASB16.AS1 62 33 118 105 56 101 159 176 136 194 85 121 127 101 82 74
ASB16 75 18 60 56 18 97 120 91 61 109 47 60 87 56 50 62
HROB 23 11 32 30 9 52 32 32 26 37 28 27 26 26 60 32
RNU6.131P 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
LOC105371789 26 17 99 7 20 21 9 21 18 11 6 6 5 10 3 9
HDAC5 1254 706 2668 2261 411 1574 1568 1472 1685 1829 1440 1016 1215 2072 2370 1949
G6PC3 180 90 148 170 84 256 226 258 279 245 312 151 197 120 181 213
LSM12 227 133 199 215 192 247 319 299 312 316 342 270 287 254 240 207
LOC124904152 3 1 2 4 2 2 4 3 4 2 0 0 1 1 0 1
TMEM101 129 45 140 244 25 159 142 144 221 143 205 139 165 135 167 192
NAGS 28 9 38 35 3 20 11 25 23 25 8 7 10 5 14 10
PYY 0 0 1 0 0 3 0 0 0 1 0 0 1 0 2 1
PPY 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
LINC01976 0 0 0 3 0 2 0 1 4 3 0 2 0 3 1 1
LOC102724183 0 1 3 0 0 1 2 0 1 2 1 4 0 1 2 0
LRRC37A10P 1 0 0 0 0 0 1 0 3 1 2 0 0 2 1 1
LOC107985086 1 0 2 0 0 2 1 1 0 4 1 0 1 0 0 0
FAM215A 0 0 0 0 0 3 0 3 0 3 2 2 1 1 0 0
LOC105371787 0 0 0 1 0 2 1 0 0 0 0 0 0 1 0 0
MPP2 37 10 7 205 11 38 18 15 11 28 8 10 12 16 61 78
LOC107985077 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CD300LG 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107984979 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
MPP3 15 15 2 3 10 12 14 11 4 21 6 4 8 2 12 7
CFAP97D1 1 1 1 1 0 0 1 5 0 2 2 0 0 3 1 1
DUSP3 603 532 533 248 330 667 629 657 606 822 1035 389 592 426 550 479
SOST 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
WHSC1L2P 5 1 6 3 0 2 5 3 6 1 2 11 2 0 1 1
LOC107985085 2 0 1 0 0 2 4 0 0 0 0 0 0 1 1 0
LINC02594 0 0 1 18 5 3 9 2 14 4 0 4 7 8 5 8
MEOX1 6 4 5 10 2 18 5 11 8 12 6 5 4 1 4 3
LOC124904008 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1
ETV4 21 10 19 10 6 18 3 1 1 2 3 0 1 14 3 2
LOC124904112 0 0 0 0 8 0 0 1 3 0 0 0 0 0 0 0
DHX8 1647 989 1555 2882 810 1326 2374 2327 2179 2713 2301 1870 2235 3046 2241 1949
RPL29P31 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 3
RNU6.971P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU6.406P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR2117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR2117HG 0 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0
RNU6.470P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARL4D 39 6 36 58 1 25 41 41 38 28 18 15 16 34 62 56
RNU6.1137P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU2.4P 0 0 4 0 0 2 0 1 1 2 1 0 0 2 2 1
LOC124904007 8 1 3 2 4 4 3 9 4 11 4 5 3 5 0 6
LINC00910 38 22 212 13 11 63 51 53 63 56 46 25 33 38 36 27
LOC105371785 4 3 24 10 5 8 13 12 12 10 9 6 4 7 12 9
LOC124904147 0 2 39 0 0 0 1 2 2 0 3 0 1 2 1 1
LOC124904144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904145 90 30 131 0 16 13 0 0 0 0 0 0 0 0 1 0
LOC124904142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904146 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904140 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904139 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904138 8 3 29 0 1 14 0 0 0 0 0 1 0 0 0 0
LOC124904137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU2.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CCDC200 109 62 58 9 141 131 81 93 61 74 75 41 47 45 45 19
TMEM106A 321 266 391 75 460 494 241 286 265 254 225 152 172 164 164 123
NBR1 917 524 1663 1050 568 1211 1153 1274 1624 1435 1471 885 971 900 628 646
BRCA1P1 11 4 20 19 11 21 76 63 90 108 80 52 58 31 33 28
LOC124900391 43 21 50 107 30 52 244 193 241 226 187 177 166 104 72 64
LOC101929767 6 9 14 35 1 16 33 24 59 51 34 43 38 28 24 27
HMGN1P29 0 0 0 1 1 0 2 5 2 1 1 0 0 0 0 0
NBR2 74 20 65 42 36 65 85 123 79 92 72 44 71 45 40 38
RPL21P4 0 0 1 2 0 0 0 0 1 1 0 0 0 0 0 0
BRCA1 31 39 106 11 63 68 83 91 137 110 176 89 80 62 26 28
RND2 4 6 5 18 3 17 4 9 3 4 5 3 3 7 3 6
VAT1 631 288 558 820 335 657 624 523 620 639 774 344 442 301 459 471
IFI35 1099 1235 2953 414 815 884 353 360 387 446 832 274 243 336 307 361
RPL27 510 230 378 13346 139 224 6597 4425 5572 5433 4509 4585 5008 4798 3196 3143
LOC124904006 61 49 52 282 81 93 329 224 282 269 207 214 244 235 166 145
RUNDC1 323 156 394 419 87 258 310 299 261 343 297 196 297 307 271 191
PTGES3L 8 18 0 5 24 1 5 4 3 5 0 0 1 6 0 1
AARSD1 0 1 0 1 1 3 0 1 0 0 0 0 0 0 0 1
PTGES3L.AARSD1 2 1 0 0 0 0 1 0 1 2 1 3 1 0 0 0
LOC124900400 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
RNY4P2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
G6PC1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU6.287P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC00671 9 1 36 16 1 13 16 14 27 32 65 32 39 22 35 24
AOC4P 0 0 1 3 1 2 1 0 1 3 2 4 3 7 2 1
AOC3 15 10 81 31 6 14 29 20 36 68 48 40 25 105 41 31
AOC2 44 26 159 33 19 61 50 37 42 95 43 60 45 140 64 45
PSME3 660 474 998 1444 560 764 1426 1402 1521 1684 1542 1165 1240 1746 949 875
MIR6781 1 2 6 0 0 3 3 0 0 0 3 0 0 3 3 1
BECN1 864 522 683 1411 507 765 1233 1206 1257 1303 1326 903 1032 1050 832 798
CNTD1 63 25 36 113 30 51 83 81 72 76 101 63 59 60 34 35
COA3 76 35 138 123 22 85 42 58 61 43 65 25 37 36 27 36
WNK4 17 9 16 13 3 27 6 5 15 7 5 8 6 0 8 7
VPS25 169 111 240 432 93 216 256 293 255 310 340 199 256 244 193 205
RAMP2 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0
RAMP2.AS1 1 0 0 0 0 6 0 0 0 0 0 0 0 2 0 0
HMGN2P15 1 0 0 0 0 1 2 3 1 0 0 2 0 1 1 1
RPL34P30 7 5 2 0 6 4 3 7 2 2 1 0 0 1 1 0
MIR6780A 2 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0
EZH1 1163 504 1064 2220 519 1368 2829 2385 2729 2815 2107 1889 2399 2040 1762 1442
CNTNAP1 190 67 144 145 88 282 197 203 232 215 142 167 194 269 265 172
CCR10 13 4 12 91 7 33 28 12 21 27 12 18 21 15 39 34
PLEKHH3 17 8 21 45 13 23 27 16 13 26 13 8 13 24 32 28
TUBG2 44 22 47 86 8 59 180 184 187 194 115 121 137 116 142 144
HMGB3P27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ATP5MGP7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TUBG1 37 17 65 105 7 52 118 105 97 104 95 73 87 81 119 118
RETREG3 974 506 955 2190 422 1066 1093 1130 1054 1024 659 663 888 761 399 380
PSMC3IP 81 31 51 88 38 77 84 64 97 88 66 49 80 53 39 45
MLX 477 237 579 585 285 493 606 666 740 792 960 564 658 530 526 476
COASY 560 343 521 1378 229 582 919 959 1002 997 964 598 827 634 759 674
HSD17B1 2 3 11 3 1 2 1 1 4 0 2 1 0 2 1 2
HSD17B1.AS1 40 32 170 34 8 81 46 49 72 55 33 42 36 40 29 34
HSD17B1P1 27 18 59 17 12 55 61 49 60 69 33 48 46 54 56 44
NAGLU 293 122 279 346 92 395 563 470 574 506 469 352 598 310 482 492
PTP4A2P1 15 14 25 20 8 15 34 30 37 35 40 10 31 31 26 19
MIR5010 11 12 6 2 14 9 4 10 11 8 10 5 8 9 2 7
MIR548AT 2 2 0 0 13 0 0 0 0 0 0 0 0 0 0 0
ATP6V0A1 669 602 779 904 943 550 793 607 928 1012 1052 393 698 852 821 610
RNU7.97P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC102725238 3 0 1 0 1 3 1 1 0 0 0 0 0 0 1 0
